model_family,fourier_mode,regime,seed,test_auc,test_acc,test_f1,test_precision,test_recall,test_specificity,test_d_auc,test_d_acc,test_d_f1,test_d_precision,test_d_recall,test_d_specificity,delta_auc,delta_acc
resnet,frequency_3,finetune,123,0.75538182712,0.687375994108,0.739444910149,0.708244853548,0.773520532848,0.571544547821,0.533270817171,0.544664105481,0.62827709054,0.590687432505,0.670976088936,0.374822813845,-0.222111009949,-0.142711888627
resnet,frequency_3,finetune,2024,0.748421241944,0.690080078265,0.729718977525,0.729925397465,0.729512674302,0.637058323239,0.534554772242,0.528335174529,0.564848337339,0.599748032174,0.53378695673,0.521004613283,-0.213866469702,-0.161744903736
resnet,frequency_3,finetune,2025,0.741842128643,0.680368458947,0.729557291667,0.708631826189,0.751756193397,0.584379268576,0.530886340049,0.54490043804,0.635063904804,0.58788299131,0.690478700465,0.349153372336,-0.210955788593,-0.135468020907
resnet,magnitude,finetune,7,0.755026426268,0.692360962258,0.735412569959,0.725596276363,0.74549810724,0.620911832169,0.542955286569,0.542844894392,0.614352478626,0.595056539038,0.634941779673,0.419009819335,-0.212071139698,-0.149516067866
resnet,magnitude,finetune,42,0.762178223956,0.690541751169,0.744434105712,0.707122531689,0.78590253486,0.562317981495,0.560651618073,0.559008942164,0.643655597845,0.599766598798,0.6944750587,0.376858843844,-0.201526605883,-0.131532809005
resnet,magnitude,finetune,123,0.752046764767,0.688552160794,0.731467835565,0.723462692163,0.739652115578,0.619842272106,0.543555854727,0.546527285418,0.615056592858,0.599265407799,0.631702525277,0.431999175279,-0.20849091004,-0.142024875376
resnet,magnitude,finetune,2024,0.742768535253,0.680516853809,0.721691044455,0.721086873326,0.722296228856,0.624339578877,0.528422528508,0.542174369459,0.622273613567,0.590566768516,0.657578226077,0.387000335043,-0.214346006746,-0.13834248435
resnet,magnitude,finetune,2025,0.739458680125,0.675570358401,0.724733379033,0.705798470454,0.744712252624,0.582600963893,0.52899641353,0.543806712944,0.638732562947,0.585088908381,0.703205711821,0.329476044432,-0.210462266595,-0.131763645457
resnet,none,finetune,7,0.883310631527,0.783986545532,0.790969285999,0.888635277247,0.712645550817,0.879912888843,0.655942575179,0.618965962615,0.632020891498,0.708293182007,0.570578369831,0.684028762145,-0.227368056349,-0.165020582917
resnet,none,finetune,42,0.898836479121,0.796534155551,0.800721322065,0.913417255143,0.712779721117,0.909151825984,0.673909184267,0.627413477551,0.644967346276,0.711055682579,0.590119315731,0.677559856705,-0.224927294853,-0.169120678
resnet,none,finetune,123,0.889302330369,0.78963654251,0.79638899676,0.89498541298,0.717360678518,0.886819927321,0.6735816762,0.625209539042,0.639938750726,0.712552178259,0.580756145479,0.684982345816,-0.215720654169,-0.164427003468
resnet,none,finetune,2024,0.867747061797,0.748388266913,0.744357207474,0.891828241874,0.638736882457,0.895827427128,0.656854371756,0.585483684809,0.579711114083,0.692568872082,0.498481000527,0.702469008531,-0.210892690041,-0.162904582104
resnet,none,finetune,2025,0.883144672367,0.767124492297,0.766986180082,0.899863215217,0.66830226652,0.900002577253,0.663451699713,0.602565582285,0.59104173736,0.720993446016,0.50078106282,0.739426818896,-0.219692972654,-0.164558910012
resnet,phase,finetune,7,0.644910425843,0.602263296454,0.633927713281,0.67129847868,0.60049834683,0.604636478441,0.517848860827,0.533419072587,0.613301872611,0.584435878737,0.645167473286,0.383160227829,-0.127061565016,-0.0688442238674
resnet,phase,finetune,42,0.636081094577,0.598850214623,0.641093222923,0.658341496915,0.624725669654,0.564057627381,0.519521119057,0.532825493138,0.610464183749,0.584941949309,0.63831520437,0.390982191181,-0.11655997552,-0.0660247214848
resnet,phase,finetune,123,0.648899114869,0.610474478832,0.658141879344,0.662529619702,0.653811874072,0.552202262828,0.522620763616,0.544554183361,0.634861884052,0.587592372066,0.690402031722,0.348444627716,-0.126278351253,-0.0659202954707
resnet,phase,finetune,2024,0.655791112311,0.613057648656,0.655712532214,0.669465969005,0.642512818055,0.573451715162,0.523764064932,0.546505300994,0.634368768556,0.589977333608,0.6859839954,0.358959820623,-0.132027047378,-0.0665523476617
resnet,phase,finetune,2025,0.647992733129,0.610348068394,0.649820207848,0.670465085464,0.630408740237,0.583374139842,0.521756154458,0.544334339121,0.63737638378,0.586244629323,0.698279745076,0.337336666581,-0.126236578671,-0.0660137292728
vit,complex,finetune,7,0.563586236613,0.573496677604,0.728943627288,0.573494333484,1,1.28862658179e-05,0.548550196051,0.573491181498,0.728941081134,0.573491181498,1,0,-0.0150360405619,-5.49610600886e-06
vit,complex,finetune,42,0.562323500687,0.573491181498,0.728941081134,0.573491181498,1,0,0.548990337331,0.573491181498,0.728941081134,0.573491181498,1,0,-0.0133331633566,0
vit,complex,finetune,123,0.584137278903,0.573491181498,0.728941081134,0.573491181498,1,0,0.559046359286,0.573491181498,0.728941081134,0.573491181498,1,0,-0.0250909196169,0
vit,complex,finetune,2024,0.571132197935,0.573491181498,0.728941081134,0.573491181498,1,0,0.560872317465,0.573491181498,0.728941081134,0.573491181498,1,0,-0.0102598804701,0
vit,complex,finetune,2025,0.569228223664,0.573491181498,0.728941081134,0.573491181498,1,0,0.553065652333,0.573491181498,0.728941081134,0.573491181498,1,0,-0.0161625713314,0
vit,concat,finetune,7,0.823263529679,0.759396967249,0.778625645382,0.824219000921,0.737812065743,0.788420401536,0.709337203461,0.658367546593,0.693307018626,0.714512356351,0.673324069194,0.63825674596,-0.113926326218,-0.101029420655
vit,concat,finetune,42,0.82679003647,0.757269974223,0.770354732365,0.842057997704,0.709904643251,0.820958222726,0.716307513387,0.662264285754,0.696225183896,0.718979406389,0.674867027649,0.645318419628,-0.110482523084,-0.0950056884697
vit,concat,finetune,123,0.827123570869,0.750229462426,0.764456791595,0.832422792126,0.70675164119,0.808690497668,0.715464280401,0.657246340967,0.690033947503,0.716741698331,0.665245100388,0.646491069818,-0.111659290469,-0.0929831214584
vit,concat,finetune,2024,0.831751650607,0.763249737561,0.784054222062,0.8220243664,0.749436963918,0.781822633437,0.71655471635,0.668035197063,0.710847064906,0.710180694656,0.711514686856,0.60957191825,-0.115196934257,-0.0952145404981
vit,concat,finetune,2025,0.823380886703,0.754340549721,0.77318190814,0.821670477587,0.730097273468,0.786938480967,0.703743688133,0.654421342479,0.695119645065,0.703493964079,0.686942354689,0.610693023376,-0.119637198569,-0.0999192072417
vit,concat_frequency,finetune,7,0.797264360681,0.717318779645,0.766789242914,0.727680338732,0.810340696727,0.592239890724,0.685681131042,0.647743573678,0.732356724072,0.648949475663,0.840366093248,0.388739980928,-0.111583229638,-0.0695752059666
vit,concat_frequency,finetune,42,0.795064642688,0.717340764069,0.770029467923,0.721799342767,0.825166514926,0.572356382567,0.674043030204,0.647650139876,0.735834517997,0.6454243169,0.855699841871,0.367902889101,-0.121021612484,-0.0696906241928
vit,concat_frequency,finetune,123,0.795562641504,0.712031525664,0.766657314254,0.716105361243,0.824888590733,0.560281951496,0.676255853175,0.640274365612,0.734266330495,0.636991222756,0.866605970578,0.335944949872,-0.119306788329,-0.0717571600521
vit,concat_frequency,finetune,2024,0.790116677965,0.724491197986,0.773240086492,0.732258368532,0.819080933442,0.597304193191,0.667783956259,0.644259042468,0.7339925367,0.642535922693,0.855805261392,0.359810314167,-0.122332721706,-0.0802321555178
vit,concat_frequency,finetune,2025,0.779448121513,0.71187213859,0.758013293944,0.731181263636,0.786889644928,0.611002293755,0.674304984295,0.641659384326,0.726317954573,0.646193719937,0.82912453879,0.389590474472,-0.105143137219,-0.0702127542636
vit,frequency_3,finetune,7,0.728157181776,0.641923197415,0.741401688504,0.632776400125,0.895050074273,0.30156439267,0.535237541117,0.562108745953,0.694897275356,0.578678487148,0.86952896641,0.148746166336,-0.19291964066,-0.0798144514611
vit,frequency_3,finetune,42,0.725878990259,0.635569698868,0.740752325359,0.625602620491,0.907853754373,0.269451818252,0.529217523982,0.555337543351,0.670996181514,0.582789409737,0.790665580526,0.238911368264,-0.196661466277,-0.0802321555178
vit,frequency_3,finetune,123,0.732502273213,0.633211869391,0.742365867029,0.621563265649,0.921452872682,0.245637999021,0.534319824044,0.564994201608,0.702482445457,0.577920993549,0.895490919546,0.12060256179,-0.198182449169,-0.0682176677824
vit,frequency_3,finetune,2024,0.714443912418,0.620845630871,0.734006292606,0.6140561394,0.912195121951,0.22909203371,0.51967731117,0.54512028228,0.650289017341,0.581549135045,0.737457472807,0.286500347929,-0.194766601248,-0.0757253485905
vit,frequency_3,finetune,2025,0.719132786259,0.623659637147,0.736565510449,0.615279304294,0.917408596483,0.228679673204,0.522107520179,0.553111620417,0.673448569455,0.579622678032,0.80351717859,0.216411948146,-0.19702526608,-0.0705480167301
vit,magnitude,finetune,7,0.715695395816,0.642379374213,0.735695774739,0.638454325618,0.867880588433,0.339166516327,0.537816974924,0.551726601703,0.651480190066,0.587843829764,0.730566869519,0.311254864565,-0.177878420892,-0.0906527725107
vit,magnitude,finetune,42,0.739660542439,0.64029085393,0.739250996016,0.632613957928,0.889127413867,0.305700883998,0.545248588405,0.556249896948,0.669707543967,0.584245763801,0.784455412334,0.249400788639,-0.194411954034,-0.084040956982
vit,magnitude,finetune,123,0.720760187453,0.635888473017,0.736357015795,0.629632906396,0.886645263309,0.298716527925,0.53698585252,0.550979131285,0.656106883082,0.584996584674,0.746897311802,0.28754413546,-0.183774334932,-0.0849093417314
vit,magnitude,finetune,2024,0.72268265857,0.632898591348,0.733857439424,0.628057181051,0.882524318367,0.297247493621,0.532609204767,0.546170038528,0.654064810742,0.581027167845,0.748104844506,0.274644983377,-0.190073453802,-0.0867285528203
vit,magnitude,finetune,2025,0.721391517162,0.625808614597,0.734020650777,0.619577117381,0.900321050362,0.256694415092,0.520922208488,0.543174660753,0.653750020829,0.578208935427,0.751995783219,0.262390144584,-0.200469308675,-0.0826339538437
vit,none,finetune,7,0.819603272043,0.739583505087,0.755017837754,0.819783304328,0.699736451196,0.793162547357,0.688214050857,0.639208121046,0.669951481938,0.704653622422,0.638506876228,0.640151027035,-0.131389221185,-0.10037538404
vit,none,finetune,42,0.821189154625,0.735747223092,0.74336254844,0.838941699498,0.667334323638,0.827736398546,0.691283140289,0.6325798172,0.643676077884,0.72514051016,0.578666922229,0.705072034226,-0.129906014336,-0.103167405893
vit,none,finetune,123,0.819391217668,0.739753884373,0.75761562284,0.813119437424,0.70920504097,0.780830390969,0.706061805648,0.646572903098,0.67474925269,0.714429544578,0.63924481288,0.656426380763,-0.11332941202,-0.0931809812748
vit,none,finetune,2024,0.798488422742,0.715532545192,0.724122124384,0.815773355591,0.650984714169,0.802324682354,0.683520086358,0.62280224461,0.63545097206,0.712804623726,0.573242608654,0.689440993789,-0.114968336384,-0.092730300582
vit,none,finetune,2025,0.812891438231,0.72298526494,0.730132893567,0.827240630422,0.653428530356,0.816512461019,0.693253118682,0.624071845098,0.634181040246,0.717511799589,0.568192055201,0.699208783279,-0.119638319549,-0.098913419842
vit,phase,finetune,7,0.60608730871,0.573491181498,0.728939187537,0.573491989337,0.999990416407,1.28862658179e-05,0.49787795626,0.573496677604,0.728943627288,0.573494333484,1,1.28862658179e-05,-0.108209352449,5.49610600886e-06
vit,phase,finetune,42,0.606674370648,0.575299400375,0.727655930047,0.575456552278,0.989314293929,0.018607767841,0.49711920158,0.573166911243,0.727339753605,0.573924269456,0.992697302219,0.00905904486998,-0.109555169068,-0.00213248913145
vit,phase,finetune,123,0.604125867398,0.573540646452,0.728878763632,0.573555936826,0.99956873832,0.000695858354166,0.498746237161,0.573452708756,0.728883485819,0.573486081182,0.999798744549,0.00018040772145,-0.105379630237,-8.79376961422e-05
vit,phase,finetune,2024,0.595431922505,0.573881405025,0.728453997485,0.574001501336,0.996626575303,0.00545089044097,0.491094421238,0.573194391773,0.728218947958,0.573570030598,0.99704825339,0.00327311151774,-0.104337501267,-0.000687013251111
vit,phase,finetune,2025,0.597645115226,0.573551638664,0.728950153881,0.573533938741,0.999904164071,0.000270611582176,0.492899110255,0.573485685392,0.728929066693,0.573492068727,0.999952082036,5.15450632716e-05,-0.10474600497,-6.59532721068e-05
xception,complex,finetune,7,0.559942367363,0.573496677604,0.728926584065,0.573501605031,0.999913747664,0.000128862658179,0.513613733715,0.573480189286,0.728917051496,0.573492956043,0.999904164071,0.000103090126543,-0.0463286336486,-1.64883180267e-05
xception,complex,finetune,42,0.567843851059,0.57350217371,0.728931024124,0.573503949343,0.999923331257,0.000128862658179,0.51921597989,0.573507669816,0.728939251569,0.57350467752,0.999952082036,0.000103090126543,-0.048627871169,5.49610600886e-06
xception,complex,finetune,123,0.562534733068,0.573463700968,0.728916988316,0.57348026822,0.999942498443,1.28862658179e-05,0.513137949366,0.57347469318,0.728927761807,0.573484148969,0.999971249221,0,-0.0493967837024,1.09922120178e-05
xception,complex,finetune,2024,0.564679127122,0.573491181498,0.728941081134,0.573491181498,1,0,0.523231785401,0.573491181498,0.728941081134,0.573491181498,1,0,-0.0414473417206,0
xception,complex,finetune,2025,0.556174920498,0.573353778848,0.728758067165,0.573463260121,0.999396233648,0.00048967810108,0.51804065649,0.572919586473,0.72808773305,0.573413584228,0.997029086204,0.00265457075849,-0.0381342640073,-0.000434192374703
xception,concat,finetune,7,0.731833584633,0.671569193227,0.7277647434,0.693591524835,0.765479898414,0.54529522435,0.614925413492,0.591221619483,0.641923836118,0.644966864993,0.638909387129,0.527099817015,-0.116908171141,-0.080347573744
xception,concat,finetune,42,0.734578412603,0.672948715835,0.72730938786,0.696881613728,0.760515597297,0.555204762764,0.610745833663,0.591056736302,0.644948559867,0.642269932237,0.647649623844,0.514960954615,-0.12383257894,-0.0818919795325
xception,concat,finetune,123,0.736085458704,0.675597838931,0.73013899049,0.698124590164,0.765230724999,0.555075900106,0.613435057541,0.591947105476,0.644629523262,0.643920631126,0.645339977958,0.520154119739,-0.122650401163,-0.0836507334553
xception,concat,finetune,2024,0.735577260355,0.672976196365,0.732070408012,0.690449495464,0.779031098759,0.530372928533,0.612275597172,0.592744040847,0.652722253727,0.638710032469,0.667363074417,0.492409989433,-0.123301663183,-0.0802321555178
xception,concat,finetune,2025,0.726531947086,0.667029409663,0.723669386657,0.690441790837,0.760256840289,0.541674183655,0.608267007884,0.584884609254,0.630695736785,0.643832607914,0.618084239781,0.540243808149,-0.118264939202,-0.0821448004089
xception,concat_frequency,finetune,7,0.6639102906,0.613464360501,0.704650156853,0.627137902165,0.804025109013,0.357233061004,0.578185036771,0.578261801514,0.690108878263,0.596359346972,0.818831760027,0.254787247751,-0.085725253829,-0.035202558987
xception,concat_frequency,finetune,42,0.663342614067,0.61188148197,0.707608223092,0.62294233433,0.81890842877,0.333509445633,0.582072455951,0.578712482206,0.689876439316,0.596950028357,0.817068378935,0.258214994459,-0.0812701581158,-0.0331689997637
xception,concat_frequency,finetune,123,0.649526326828,0.603868159409,0.70115309503,0.617918323199,0.810302362356,0.326293136775,0.568837665702,0.573315306106,0.690898232203,0.590968225318,0.831501269826,0.226153965104,-0.0806886611256,-0.0305528533034
xception,concat_frequency,finetune,2024,0.661761305124,0.611529731185,0.699856894743,0.62834550806,0.789735972016,0.37191051777,0.57066220688,0.573007524169,0.678147681702,0.597253336641,0.784388327184,0.288781216979,-0.0910990982443,-0.0385222070163
xception,concat_frequency,finetune,2025,0.657564361161,0.609611590188,0.697873245427,0.627394745899,0.786190042647,0.372181129352,0.573490470349,0.57383194007,0.682642327999,0.595742400972,0.799223728976,0.270766217366,-0.0840738908127,-0.0357796501179
xception,frequency_3,finetune,7,0.708313000596,0.655976740479,0.710481036078,0.686630012069,0.736048684652,0.548310610551,0.54192465286,0.540206763508,0.588049911857,0.604762338833,0.572236331401,0.497139248988,-0.166388347736,-0.115769976971
xception,frequency_3,finetune,42,0.698098411438,0.647139002017,0.707491981338,0.674318021938,0.744098902679,0.516765031829,0.532083701378,0.542575585198,0.609543379638,0.597042496875,0.622578944846,0.435001675215,-0.166014710061,-0.104563416819
xception,frequency_3,finetune,123,0.710633822071,0.65733977477,0.722116241754,0.674973961588,0.776338109157,0.497332542976,0.543952346089,0.55029761414,0.624300919251,0.599271868196,0.651511811778,0.414203242184,-0.166681475982,-0.107042160629
xception,frequency_3,finetune,2024,0.702280224582,0.65028827076,0.711823876014,0.6748158071,0.75312664718,0.512009999742,0.530682145747,0.539640664589,0.604006221604,0.596028961708,0.612199913748,0.442076235149,-0.171598078835,-0.110647606171
xception,frequency_3,finetune,2025,0.677565930459,0.631541053164,0.689824925047,0.666851535455,0.714437682687,0.520076802144,0.516480180951,0.518282796639,0.555729586432,0.589834082937,0.525353394988,0.508775547022,-0.161085749508,-0.113258256525
xception,magnitude,finetune,7,0.709984731062,0.655526059787,0.716035846646,0.679032077887,0.75730509368,0.51867219917,0.542366583298,0.5552001407,0.641490209976,0.596441369084,0.693900043126,0.368701837582,-0.167618147764,-0.100325919086
xception,magnitude,finetune,42,0.694907562324,0.644143624242,0.705015649702,0.671943933025,0.741511332599,0.513221308729,0.521139187912,0.544257393637,0.626045701968,0.591246720502,0.665197182424,0.381639648463,-0.173768374412,-0.0998862306056
xception,magnitude,finetune,123,0.708242743309,0.657620076176,0.71531785964,0.683659742483,0.750050313863,0.533336769671,0.534974890813,0.55250155265,0.63568881352,0.596199684426,0.680780104461,0.38001597897,-0.173267852496,-0.105118523526
xception,magnitude,finetune,2024,0.708797657073,0.654141041072,0.718780165171,0.67340462055,0.770712540131,0.497396974305,0.536178510276,0.551880492671,0.637932412629,0.594381232157,0.688370310029,0.368353908404,-0.172619146797,-0.102260548401
xception,magnitude,finetune,2025,0.695660923286,0.645666045607,0.707619047619,0.671645645904,0.747663999233,0.508517821706,0.529491711535,0.544328843015,0.62207696305,0.593177609903,0.653936460779,0.396948532254,-0.16616921175,-0.101337202592
xception,none,finetune,7,0.775040053724,0.706540915761,0.746083830285,0.740477831164,0.751775360583,0.645717893869,0.628632719564,0.604659598674,0.643625427936,0.666232460819,0.622502276103,0.58066802402,-0.14640733416,-0.101881317087
xception,none,finetune,42,0.773015474897,0.706436489747,0.744034925458,0.74409554482,0.743974315971,0.655962475194,0.63068905897,0.602296273091,0.639106256702,0.666306156406,0.614039963582,0.586505502436,-0.142326415926,-0.104140216656
xception,none,finetune,123,0.765921043352,0.701341599477,0.747119376035,0.726187137571,0.769294168384,0.60997139249,0.629672022065,0.606451329233,0.650821438847,0.662526558249,0.639522737074,0.561982938584,-0.136249021287,-0.0948902702435
xception,none,finetune,2024,0.776771911103,0.708684397105,0.750644511771,0.737208808065,0.764579040682,0.633527486405,0.628418138384,0.605462030152,0.645735351452,0.665639053375,0.626987397575,0.576518646427,-0.148353772719,-0.103222366953
xception,none,finetune,2025,0.773838853808,0.706343055945,0.741968821836,0.747826679517,0.736202022138,0.666194170253,0.631303332671,0.603549385261,0.636006277407,0.671658175772,0.60394844027,0.603012808948,-0.142535521138,-0.102793670684
xception,phase,finetune,7,0.587751747226,0.579817199514,0.717508341616,0.583873567228,0.93047103359,0.108321950465,0.512072099577,0.570501299829,0.716823330748,0.576329850772,0.947894005463,0.0630524986469,-0.0756796476491,-0.00931589968507
xception,phase,finetune,42,0.597318810016,0.57848714186,0.726253832618,0.578639031715,0.974977238967,0.045359655679,0.519049581143,0.573271337258,0.722774469058,0.575980378209,0.969984187072,0.0398443339089,-0.0782692288733,-0.00521580460244
xception,phase,finetune,123,0.593370794143,0.586610386541,0.709884709885,0.59401990782,0.881901384829,0.189556970181,0.510152310006,0.566901350393,0.709830650774,0.576376596661,0.923705017011,0.0871369294606,-0.0832184841368,-0.0197090361479
xception,phase,finetune,2024,0.582742340104,0.578525614602,0.71259706773,0.585115614941,0.911102592362,0.131336821216,0.505772050591,0.568478732818,0.71658051288,0.574794850561,0.951219512195,0.0538388185871,-0.0769702895122,-0.0100468817843
xception,phase,finetune,2025,0.583344366881,0.580410778963,0.706125544208,0.590075658149,0.878997556184,0.178925800881,0.50859092411,0.566302274838,0.708935184502,0.576260921188,0.920973693038,0.0894049122445,-0.0747534427704,-0.0141085041248
